PN,No.,Gloss,PLa,CW-QY,C-WC,C-QS,C-LJ,C-LB,C-CJ,CE-YA,W-SZP,W- SLZ,W-DT,W-YL,E-DC,E-TS,E-HS,XZ,MD,Eka,YL,YL (old),PTB,Chinese,Frame,PB (Matisoff 2003),PN (Bradley 1979b),PLa initial,PLa rhyme,PLa tone
,557,stretch (b),dʒe²,,,,,dʑi²¹,,,dʑi²¹,dʑi²¹,,dʑi²¹,,,,dʐʅ²¹,,,dzai²¹,,,伸 (伸手),他__过,ʔ-dʒan³ OR ʔ-tʃan³,*s-ŋakL,dʒ,e,2
,557,stretch (c),tʃʰe³,tɕʰi³³,,tɕʰi³³,tɕʰi³³,,,tɕʰiɛ³³,,,,,tɕʰi³³,tɕʰi³³,,,tɕʰi⁵⁵,,,,,伸 (伸手),他__过,ʔ-dʒan³ OR ʔ-tʃan³,*s-ŋakL,tʃʰ,e,3
626,558,pound,te²,ti²¹,tɛ²¹,ti²¹,ti²¹,tɛ²¹,ti²¹,ti²¹,tɛ²¹,te²¹,te²¹,tɛ²¹,tei²¹,ti²¹,ti²¹,tɛi²¹,tɛ²¹,tɛ²¹,dzɿ²¹,,,舂/捣碎,他__过,ta:yXda:y,*ʔ-di² & *ʔ-toŋ²,t,e,2
693.1,559,lift,tʃʰɛ²,,,vv̩⁵⁵tv̩⁵⁵,py²¹tv̩⁵⁵tɕi³³,tɕʰɛ²¹tv̩⁵⁵,dʑi³³tu⁵⁵,py²¹tə⁵⁵,py²¹to³³,tʂʰɛ˞²¹te³³,py²¹tɨ²⁴,tɕy²¹tu⁵⁵,pi²¹tɤ̪⁵⁵,pʉ²¹tɤ̪⁵⁵,pɨ²¹tɤ̪⁵⁵,tɕy³³tɛ˞⁵⁵li³³,tɕʰɛ²¹tu⁵⁵,tɕʰɛ²¹di³³,dzai²¹ti⁵⁵li³³,,,举起,他__过,,*kyi²,tʃʰ,ɛ,2
695,560,fold,,tɕɛ⁵⁵,,tsə²⁴,tʂə²⁴,,vv̩⁵⁵ku³³,tsɛ⁵⁵,ɕy³³ka³³,tʂə²⁴,,tsʰɿ̠²¹,tɕa⁵⁵,ty³³,tʂɛ²⁴,tiɛ˞²⁴,tɨ⁵⁵,da³³,dzɨ³³,,,折,他__过,pyak,*tupH,,,
738.1,561,squeeze,ni̠ᶫ,,,,ɲɛ̠³³,,,ɲiɛ²¹,ti⁴⁴,ɲi⁵³,,,ni⁴²,ni̠²¹,ni̠²¹,,ɲɛ³³,nɛ̠²¹na̠³³,naŋ⁵³,,,挤压/榨,他__过,,*s-nitL & *C-ɲapL & *tsitH,n,i̠,L
738.3,562,pinch (a),tsʰi̠ᶫ,,tsʰɿ̠²¹,,,,,,tsʰɿ⁵³,,kv̩²¹,tsʰɿ⁵³,,,tɕi²¹,kɤ̪˞²¹,tsu³³tɕʰi²¹,tsu³³tɕʰi²¹,,,,捏,他__过,,*tsitH & *s-nitL & *C-ɲapL,tsʰ,i̠,L
738.3,562,pinch (b),tso̠H,tso̠³³,tso̠³³,tso̠³³,tso̠³³,tso̠³³,tso̠̠³³,tso̠³³,,tsu³³,tsu⁴⁴,tso⁴⁴,tsu³³,tsu³³,tsɔ̠³³,tsu̠³³,tsu³³tɕʰi²¹,tsu³³tɕʰi²¹,,,,捏,他__过,,*tsitH & *s-nitL & *C-ɲapL,ts,o̠,H
748,563,massage,ʒi̠ᶫ,tso̠³³,,tɕɛ̠³³wu²¹,tso̠³³wu²¹,niɛ̠²¹,zɿ̠²¹tsu⁵⁵,tso̠³³wu²¹,zɿ⁵³,tsu³³,,tso⁴⁴,tsu³³,ni̠²¹tsu³³,,tsu̠³³gɨ²¹,tsa̠⁵⁵,nɛ̠³¹pʰuɛ²⁴,i⁵³,,,按摩,他__过,,*(g)yitL,ʒ,i̠,L
774,564,bend,go̠ᶫ,vv̩⁵⁵wo̠²¹,wo̠²¹to̠³³,vv̩⁵⁵wo̠²¹,vv̩⁵⁵wo̠²¹,ɣʷo̠̠²¹,vv̩⁵⁵wo̠̠²¹,bɑ³³ʔo̠²¹,ni⁴⁴wo⁵³,tsʰɿ²¹wu⁵³,gu⁴⁵mi³³tu³³,vv̩²⁴ɣo⁴⁵³,wu²⁴gu⁴²,ʝy²¹gy²¹hɔ⁵⁵,bɑ³³ʔo̠²¹,wv̩²⁴waŋ³³ʝi⁵³,tsa⁵⁵gu²¹,nɛ̠³³gu̠²¹,tsʰɿ²¹,,,使弯曲,他__过,,*səkokL,g,o̠,L
,565,pull (a),xi³,tɕi³³,sɿ³³,,sɿ³³,ɕi³³,ɕi³³,sɿ³³,,ɕi³³,ɕi³³,ɕi³³,tɕɛ³³,,,ɕi³³,,,,,,拉,他__过,,*m-gaŋ¹ & *cway²,x,i,3
728,565,pull (b),gaŋ¹,wo⁵⁵,,,tɕi³³,,ɣʷu⁵⁵,wu²⁴,ɣo²⁴,wu²⁴,,ɣo²⁴,,ga²⁴,ɣa²⁴,ga²⁴,ga⁵⁵,ga²⁴,gu³³,,,拉,他__过,,*m-gaŋ¹ & *cway²,g,aŋ,1
,566,push,dy²,tʂə̠³³,dy²¹,dy²¹,dy²¹,dy²¹,dy²¹,dy²¹,dy²¹,dy²¹,ba⁵⁵,dy²¹,ɕɔ²⁴,dy²¹,dɨ²¹,pa³³,də²¹,də²¹,,,,推,他__过,,,d,y,2
717,567,kick,tʃʰɛ̠H,tʂʰa³³,tʂʰa³³,tsʰa̠³³,tʂʰa̠³³,piɛ̠³³,tsʰa³³,tsʰɛ³³,tsʰɛ⁴⁴,tsʰɛ˞⁵⁵,tsʰɛ⁵⁵,tʂʰã⁴⁴,tɕʰɛ³³,tsʰɛ³³,tʰɛ˞³³,tsʰɛ˞³³,pɛ⁵⁵,tsʰa̠³³,tʂʰɛ˞⁵³,,,踢,他__过,,*tekH,tʃʰ,ɛ̠,H
,568,kneel,gɨ²tɛ¹,ni̤²¹gɨ̤²¹,gɨ²¹tɛ⁵⁵,gɨ²¹tɛ⁵⁵,gɨ²¹tɛ⁵⁵,gɨ²¹tɛ⁵⁵,gɨ²¹,gɨ²¹ti⁵⁵,gɛ²¹tɛ²⁴,gɨ²¹,gɨ²¹,gɨ²¹tɛ⁴⁴,dʑi²¹,gɯ²¹,gɨ²¹ti⁵⁵,gɨŋ²¹,ta⁵⁵ku²¹,,go²¹,,,跪,他__过,,,g,ɨ,2
685,569,sit (a),ni¹,ni⁵⁵,,,,,,,,ɲi²⁴,ni²⁴,,ni²⁴,,ni²⁴di⁵⁵,ɲi²⁴,,,tsʰo⁵³,,,坐,他__过,,*(C)n/ʔ-mi¹,n,i,1
685,569,sit (b),di¹,,di⁵⁵,di⁵⁵,di⁵⁵,di⁵⁵,di⁵⁵,ɕɛ⁵⁵ti⁵⁵,di²⁴,,,di²⁴,,dzɿ³³,ni²⁴di⁵⁵,,di⁵⁵,di²⁴,tsʰo⁵³,,,坐,他__过,,*(C)n/ʔ-mi¹,d,i,1
661,570,"carry, on back",bo²,"vi̤²¹,mɛ⁵⁵",vi²¹,vi²¹,dʑi²¹,dʑi²¹,"vi̤²¹, mɑ⁵⁵",vi²¹,dzɿ²¹,dzɿ²¹,dzɿ²¹,dzɿ²¹,bə²¹,dzɿ²¹,bɨ²¹,dzɿ²¹,bi²¹,bɨ²¹,bi²¹,,,背 (背小孩),他__过,bəw¹,*bo² & *bakL,b,o,2
,571,"carry,  in arms",te̠H,tɛ̠³³,tiɛ̠³³,tiɛ̠³³,tæ̠³³,tiɛ̠³³,ti̠³³,tiɛ³³,tɛ⁴⁴,te³³,te⁴⁴,tɛ⁴⁴,tei³³,ti³³,ti³³,tɛi³³,tɛ̠⁵⁵,ti̠³³,ti⁵³,,,抱 (抱小孩),他__过,,,t,e̠,H
,572,"carry, by hand",tʃʰɛ²,tʰi̤²¹,tʰi²¹,tɕʰɛ²¹,tʂʰa²¹,tʂʰɛ²¹,tɕʰɛ²¹,tʰi²¹,tʂʰɛ²¹,vv̩²⁴,tʂʰɛ˞²¹,tʂʰə²¹,tʰi⁵⁵,tsʰɛ²¹,tʰi⁵⁵,tʂʰɛ˞²¹,tɕʰɛ²¹,tɕʰɛ²¹,tʰi²¹,,,提,他__过,,,tʃʰ,ɛ,2
,573,"carry, mid pole",py²,py²¹,py²¹,py²¹,py²¹,py²¹,py²¹,py²¹,ta⁵³,tʂʰɛ˞²¹,py²¹,py²¹,pi²¹,pʉ²¹,pɨ²¹,py²¹,pə²¹,va³⁵pə²¹,pɨ²¹,,,担,他__过,,,p,y,2
692.2,574,fall,ʔly²,ʔly³³,ly²¹,ly³³,ʔly³³,ly²¹,dɛ²¹ly³³,ly²¹,ly²¹,ly²¹,ly²¹,,da²¹,ly²¹,lɨ³³,ly²¹,bɛ³³,pə³³,,,,跌 (跌倒),他__过,,,ʔl,y,2
694,575,lean,e̠H,,,ɛ̃³³,ɛ³³,,ɛ⁵⁵tɕɛ²¹,,tɛ³³,,,,tei³³,ta²¹,,da²¹,ɛ̃³³,ɛ̠⁵³,,,,靠 (人靠在树上),他__过,,*s-new²/³/ekL,,e̠,H
724,576,spend night,he̠ᶫ,hɛ̠²¹,hɛ̠²¹,hɛ̠²¹,hæ̠²¹,hiɛ̠²¹,hɛ̠²¹,hɛ˞̃²¹,hɛ̃⁵³,χai⁵³,hɛ⁴⁵,hɛ̃⁵³,xei⁴²,kɔ̠²¹,hi²¹,xai³³,xɛ̠²¹,"ta̠ʔ²¹tɛʲ³³, xi̠²¹a³³",xai⁵³,,,过夜,他__过,ʔ-rakᶫ,*C-yakL,h,e̠,L
,577,rest,na²,na̤²¹,nɑ²¹,,na̤²¹,nɑ²¹,nɑ²¹,na²¹,na²¹,na²¹,no²¹,nɐ²¹,ɕa⁵⁵,nɔ²¹,nɔ²¹,no²¹,no²¹,no²¹go³³,ɕa⁵⁵la²¹,,,休息,他__过,na² be/live/stay/rest/perch,,n,a,2
735,578,sleep (a),ʒi̠ᶫda(ŋ)²,,,,,,,,"ʐʅ⁵³du²¹, du²¹",ʐʅ⁵³da⁵³,ʐʅ⁴⁵da²¹,,zɿ⁴²tu⁴²,zɿ²¹tɔ̠²¹,,ʐʅ³⁴to³³,ʝiʔ²¹,,zɿ⁵⁵ta⁵⁵,,,睡觉,他__过,"yupᶫ, r/s-mwəy (PTB)",*yipL,ʒ,i̠,L
735,578,sleep (b),ʔne̠ᶫda(ŋ)²,ʔɲɛ̠²¹da²¹,æ̠̃²¹dɑ²¹,ɛ̠²¹dɑ²¹,ĩ̠²¹da̠²¹,n̩²¹da²¹,i̠̠²¹da²¹,,,,,n̩⁴⁴da⁴⁵³,,,,,,,,,,睡觉,他__过,"yupᶫ, r/s-mwəy (PTB)",*yipL,ʔn,e̠,L
773,579,put to sleep (a),ʒi̠ᶫda(ŋ)²tu̠H,ʔɲɛ̠²¹da̠²¹to³³,æ̠̃²¹dɑ²¹to̠³³,ɛ̠²¹dɑ²¹to̠³³,,n̩²¹da²¹to³³,,,du²¹tu⁴⁴,ʐʅ⁵³da⁵³tu³³,da²¹tu³³,kʰao⁴⁴to⁴⁴,gei²¹zɿ⁴²tu⁴²,,,ʐʅ³³to³³tu³³,,,gɨ²¹zɿ⁵³,,,使睡,他使他_过,,*səyipL,t,u̠,H
,579,put to sleep (b),xi̠ᶫ,,,,y²¹ʂʅ̠²¹,,y̠²¹sɿ̠²¹,ɦə²⁴sɿ̠²¹,,,,,,,vɨ²⁴sɿ²¹,,ɕiʔ²¹,xiɛ⁵⁵tai⁵³,,,,使睡,他使他_过,,*səyipL,x,i̠,L
767.1,580,awake,xa̠ᶫ,ɦɛ⁵⁵xa̠²¹,ha̠²¹,xa̠²¹,xa̠²¹,xa̠²¹,xa²¹,xɑ̠²¹,hã⁵³,xa⁵³,xo⁴⁵,xa⁵³,xo⁴²tɕʰi²¹,xɔ̠²¹kʰɨ²¹,xɔ̠²¹,xo³³,tʃɿ³³mɨ⁵⁵,xo̠²¹loŋ⁵³,han⁵⁵tə³³,,,醒 (睡醒),他__过,nəw²; sow (PTB),*(C)-no²,x,a̠,L
767.2,581,awaken,ku²xa̠ᶫ,kə⁵⁵xa̠²¹,kv̩⁵⁵ha̠²¹,kv̩⁵⁵xa̠²¹,iɛ̠²¹ə̃²¹,n̩²¹,kv̩⁵⁵xa²¹,kə⁵⁵hɑ²¹,kv̩²¹hã⁵³,kɤ̪²¹xa⁵³,kv̩²¹ho⁴⁵,kv̩²¹hã⁵³,kɤ̪⁵⁵xo⁴²tɕʰi²¹,kɤ̪⁵⁵xɔ̠²¹kʰɨ²¹,kɤ̪⁵⁵xɔ̠²¹,kɤ̪˞⁴⁴xo³³,ni²¹,ə²¹tu²⁴,kɤ̪²¹haŋ⁵⁵,,,唤醒,他__过,"s-nəw², m-sow (PTB)",*səno²,x,a̠,L
426.2,582,do (work),pe¹,"pi⁵⁵,mʉ⁵⁵",pi⁵⁵,pi⁵⁵,pi⁵⁵,pi⁵⁵,pi⁵⁵,pi⁵⁵,pɛ²⁴,pe²⁴,"pi⁴⁴,mv̩²⁴",pi⁴⁴,mɤ̪⁵⁵,m̩²⁴,pi⁵⁵,"mɤ̪⁴⁵³, pi⁴⁵³",mu⁵⁵,mɨ³³dʑɛ²¹,"pai³³, m̩³³",,,做 (做工),他__过,,,p,e,1
426.3,583,labor,mja²ni²ʔmu¹,lo̠²¹mʉ⁵⁵,lo̠²¹ma²¹mu⁵⁵,lo̠²¹m̩⁵⁵,lo̠²¹ma²¹my⁵⁵,mu⁵⁵,lo̠²¹m̩⁵⁵,"mə⁵⁵, no̠²¹ə̃⁵⁵",ma²¹ni²¹mv̩⁴⁴,mv̩²¹ni²¹mv̩²⁴,ma²¹ni²¹mv̩²⁴,mi²¹ni²¹ŋv̩⁴⁴,mei²¹li²¹mɤ̪⁵⁵,ma²¹ni²¹m̩²⁴,ŋ̩̩⁵⁵,ma²¹ɲi²¹mɤ̪⁴⁵³,lo²¹mu⁵⁵,mɨ³³dʑɛ²¹,ma²¹ni²¹m̩⁴⁴,,,劳动,他__过,mow,*mi(aw)² & *[kam],ʔm,u,1
,584,to plow,mja²,mi²¹,mi²¹,my²¹,ma²¹,mɑ²¹,mɑ²¹,mi²¹,ma²¹,mv̩⁵⁵ma²¹,mo²¹,mo²¹,mia²¹,mu²¹,mu²¹,mo²¹,mo²¹ɛ³³,mo²¹,ma²¹,,,犁 (犁地),他__过,,,mj,a,2
619,585,dig (a),kɛ̠ᶫ,,,,,,,,kɛ⁵³,kɛ˞⁵³,kɛ˞⁴⁵,ka⁵³,kɛ⁴²,kɛ̠²¹,kɛ˞²¹,kɛ˞³³,ka̰ʔ²¹,ka̠ʔ²¹,kɛ˞⁵³,,,挖 (挖洞),他__过,s-k/go-t,*m-du²,k,ɛ̠,L
619,585,dig (b),ku²,kə̤²¹,kv̩²¹,kv̩²¹,kv̩²¹,kv̩̤²¹,kv̩²¹,kə̤²¹,kv̩²¹,,,,,,,,,,,,,挖 (挖洞),他__过,s-k/go-t,*m-du²,k,u,2
620,586,plant (a),kʰa³,kʰa³³,,kʰɑ³³,,kʰɑ³³,kʰɑ³³,,kʰa³³,,,kʰa³³,,,,,kʰo³³,,kʰa³³,,,种,他__过,"ka³, kay X gay",,kʰ,a,3
620,586,plant (b),tɛ¹,tɛ⁵⁵,tɛ⁵⁵,tɛ⁵⁵,tɛ⁵⁵,tɛ⁵⁵,tɛ⁵⁵,tɛ⁵⁵,tɛ²⁴,tɛ˞²⁴,tɛ˞²⁴,tɛ⁴⁴,tɛ⁵⁵,tɛ⁵⁵,tɛ˞⁵⁵,tɛ˞⁴⁵³,tɛ⁵⁵,tɛ²⁴,tɛ˞³³,,,种/栽秧,他__过,ʔ-dey¹,*ʔ-ti³,t,ɛ,1
,587,water,xy²,ɕy̤²¹,ɸu²¹,xɨ²¹,ɕy²¹,"pɛ²¹, ɕy²¹",ɕy²¹,hu²¹,ɸu²¹,xue²¹,ɸy²¹,ɕy²¹,,xu²¹,xɨ²¹,xu²¹,xø²¹,xə²¹,,,,浇 (浇菜),他__过,,,x,y,2
623.1,588,slice,tsʰe̠H,da̠³³,"tsʰɛ̠³³, da̠³³",da̠³³,da̠³³,"da̠³³, tɕʰiɛ̠³³",da̠³³,dɛ˞³³,tsʰe³³,tsʰai³³,tsʰɛ⁴⁴,ʝyɛ²⁴,ɣə²⁴,tɕʰi³³,dɛ˞³³,tsʰai³³,su³³,su³³,tsʰai³³,,,切 (切菜),他__过,,*ʔ-dökH,tsʰ,e̠,H
623.1,589,slice in half,bɛ²,bɛ²¹,bɑ²¹,bɛ̠²¹,bɛ²¹,bɛ²¹,bɛ²¹,bæ²¹,bɛ²¹,bɛ˞²¹,bɛ˞²¹,liɛ⁴⁵³,bɛ²¹,,bɛ˞²¹,bɛ˞²¹,bɛ²¹,bi²¹,tsʰai³³,,,切 (切苹果、西瓜),他__过,"*ʔ-brakᶫ, OR C-pratᶫ",*ʔ-brakH,b,ɛ,2
618.2,590,split,kʰjɛ²,kʰɛ̤²¹,kʰɛ²¹,kʰɨ²¹,cʰɛ̤²¹,kʰɛ²¹,tɕʰɛ²¹,kʰɛ²¹,kʰe²¹,kʰɛ˞²¹,kʰɛ˞²¹,kʰiɛ²¹,kʰɛ²¹,kʰɛ²¹,kʰɛ˞²¹,kʰɛ˞²¹,kʰɛ²¹,kʰɛ²¹,kʰɛ˞²¹,,,劈 (劈木柴),他__过,m-tökᶫ,*ʔ-brakH,kʰj,ɛ,2
618.1,591,chop,kʰe̠H,kʰɛ̠³³,kʰiɛ̠³³,kʰa³³,cʰæ̠³³,kʰiɛ̠³³,kʰa³³,kʰɛ̠³³,kʰai⁴⁴,kʰe⁵⁵,kʰe⁴⁴,da⁴⁴,"kʰei³³,tsʰɿ⁵⁵",dɛ³³,kʰɛ˞³³,kʰai³³,da̠³³,da̠ʔ³³,kʰɛi⁵³,,,砍 (砍树),他__过,m-tökᶫ,*m-cikH,kʰ,e̠,H
622,592,reap,ɣi̠ᶫ,ɣɨ̠²¹,ɣɨ̠²¹,ɣɨ̠²¹,ɣɨ̠²¹,ɣɨ̠²¹,ɣɨ˞̠²¹,ʔɨ̠²¹,ɣɨ⁵³,ɣɨ⁵³,ɣɨ⁴⁵,ɣɨ⁴⁵³,ʝi⁴²,ɣɨ̠²¹,ʔɨ̠²¹,ɣɨʔ³³,ɣɨʔ²¹,tɕʰɛ²¹,ɣɨ⁵³,,,割 (割稻),他__过,*ri:tL,*ritL,ɣ,i̠,L
747,593,whittle,tʃʰo̠H,tʂʰo̠³³,ɕo²⁴,ɕue²⁴,tʂʰo̠³³,tʂʰo̠³³,xu²¹,ɕuɛ⁵⁵,tʂʰu⁴⁴,tʂʰu³³,tʂʰu⁴⁴,ɕo³³,ɕu³³,tsʰu³³,tsʰɔ³³,tʂʰu³³,pu⁵⁵,tsʰu³³,ɕu⁵³,,,削,他__过,,*di¹/³,tʃʰ,o̠,H
705,594,stab (a),dʒe̠ᶫ,,,dʑi̠ɛ²¹,,dʑiɛ̠²¹,,,,,,,dzɿ⁴²,,,,,dʑi̠²¹,,,,刺,他__过,,*m-gya/gay²,g,u̠,L
705,594,stab (b),gu̠ᶫ,gə̠²¹,gv̩̠²¹,,gv̩̠²¹,,,go̠̠²¹,gv̩⁵³,,gv̩⁴⁵,gv̩⁴⁵³,,gɤ̠²¹,gɤ̠²¹,gɤ̪˞³³,gɨ³³,,,,,刺,他__过,,*m-gya/gay²,g,u̠,L
705,594,stab (c),tʰe̠ᶫ,,,,,,tʰi̠²¹,,tʰe⁵³,tʰe⁵³,tʰe⁴⁵,,,ã²⁴,tʰi̠²¹,,tɛ²¹,,,,,刺,他__过,,*m-gya/gay²,tʰ,e̠,L
,595,pull up (a),tʃi̠H,tʂʅ̠³³,tʂʅ̠³³,tsɿ³³,tʂʅ̠³³,tɕi̠³³,,tsɿ³³,tʂʅ⁴⁴,tʂʅ⁴⁴,"tʂʅ⁴⁴, ɣa²⁴",tʂʅ⁴⁴,tsɿ³³,ga²⁴,tɕa⁵⁵,tʂʅ³³,tɕi̠⁵⁵,,,,,拔 (拔草),他__过,,,tʃ,i̠,H
,595,pull up (b),pɨ̠H,,,,,,pɛ˞̠³³,,,,,,,,,,,pɨ³³,pu⁵³,,,拔 (拔草),他__过,,,p,ɨ̠,H
,596,graze,ʔlo̠ᶫ,lo̠²¹,lo̠²¹,lo̠²¹,ʔlo̠²¹,lo̠²¹,lo̠²¹,lo̠²¹,lu⁵³,lu⁵³,lu⁴⁵,lo⁴⁵³,lu⁴²,lu̠²¹,lɔ̠²¹,lu̠³³,luɛ̠³³,"luʲ²²i³³, luʲ²⁴",i³³,,,放牧,他__过,,*ʔ-lokᶫ,ʔl,o̠,L
725,597,raise animals,hu¹,hə⁵⁵,hv̩⁵⁵,hv̩⁵⁵,ʂu⁵⁵,,hu⁵⁵,hu⁵⁵,ʂu³³,tʂa⁵³,tʂo⁴⁵,tʂa⁵³,fɤ̪⁵⁵kɛ³³,ha⁵⁵,hɔ⁵⁵,ʂu⁵⁵,xu⁵⁵,fv̩²⁴ta³³,su³³,,,饲养,他__过,hu³ (PLB),*m-yu¹,h,u,1
,598,lead along,si³,sɿ³³,sɿ³³,ɕi³³,sɿ³³,sɿ³³,ɕi³³,sɿ³³,sɿ³³,sɿ³³,ɕi³³,ɕi³³,ɕi³³,sɿ³³,ɕi³³,sɿ³³,tɕi³³xɛ³³,xi̠ʔ³³,gu³³,,,牵 (牵牛),他__过,,,s,i,3
603,599,buy,vɛ¹,vɛ⁵⁵,vɛ⁵⁵,vɛ⁵⁵,vɛ⁵⁵,vɛ⁵⁵,vɛ⁵⁵,vɛ²⁴,vɛ²⁴,vɛ˞²⁴,ɣɛ˞²⁴,vɛ²⁴,vɛ²⁴,ɛ²⁴,vɛ²⁴,ɣɛ˞²⁴,vɛ⁵⁵,vɛ²⁴,vɛ˞³³,,,买,他__过,,*way¹,v,ɛ,1
604,600,sell,vu²,a̤²¹,ɣo²¹,u²¹,v̩²¹,vv̩²¹,vv̩²¹,,ɣo²¹,vv̩²¹,vv̩²¹,vv̩²¹,ɣʷɔ²¹,vv̩²¹,ɤ̪˞²¹,vv̩˞²¹,"vu²¹, vuŋ²⁵",vv̩²¹,vv̩²¹,,,卖,他__过,,*(k) -rwaŋ²,v,u,2
671.1,601,count (a),ɣo³,,,,,,,,,,,,ɣə³³,vv̩³³,ɣɨ³³,vv̩˞²⁴ʔĩ⁴⁵³,,ɣɨ³³,,,,数 (数东西),他__过,"rəy¹/³, graŋ",*(k)-raw¹,ɣ,o,3
671.1,601,count (b),gjaŋ¹,gu⁵⁵,,gu⁵⁵,gu⁵⁵,,gu⁵⁵,gu²⁴,,,,,,,,,ku³³tʃa⁵⁵,,,,,数 (数东西),他__过,"rəy¹/³, graŋ",*(k)-raw¹,gj,aŋ,1
671.1,601,count (c),tʃa¹,,tʂa⁵⁵,,,tʂa⁵⁵,,,tʂa⁴⁴,tʂa⁵⁵,tʂa⁴⁴,tʂa⁴⁴,,,,,ku³³tʃa⁵⁵,,,,,数 (数东西),他__过,"rəy¹/³, graŋ",*(k)-raw¹,tʃ,a,1
721,602,teach,ʔma²,ʔma̤²¹,,,ʔma²¹,,,ma²¹,ma⁵³,ma²¹,,,mɔ²¹,mu²¹,mu²¹,mo²¹,mo²¹,mo³³ɛ̠²¹,,,,教,他__过,s/ʔ-ma¹/²,*s-ma²,ʔm,a,2
721,602,teach/train,tsaŋ³,,tsu³³,tsu³³,,tsu³³,tsu³³,,tsu³³,tsu³³,tsa³³,tsu³³,,,,,,,ɣɨ⁵⁵tu⁵³,,,教,他__过,,,ts,aŋ,2
722,603,study,dzaŋ¹,dzu⁵⁵,dzu⁵⁵,dzu⁵⁵,dzu⁵⁵,dzu⁵⁵,dzu⁵⁵,dzu²⁴,dzu²⁴,dzu⁴⁴,dza²⁴,dzu²⁴,dza²⁴,dza²⁴,dza²⁴,dza²⁴,dza⁵⁵,xĩŋ⁵³,ɣɨ⁵³,,,学,他__过,m/ʔ-gyaŋ¹/³,*[hen] & *m-dzaŋ¹,dz,aŋ,1
639.1,604,cook,tse̠ᶫ,tɕɛ̠²¹,tɕiɛ̠²¹,tɕiɛ̠²¹,tɕɛ̠²¹,tɕiɛ̠²¹,tɕi̠²¹,tɕɛ̠²¹,tɕi⁵³,tɕi⁵³,tɕi⁴⁵,tɕiɛ⁵³,tɕi⁴²,tɕi̠²¹,tɕi̠²¹,tɕiɛ̠³³,tɕɛ̠²¹,"gɛ³³,ti²⁴",tsai⁵³,,,煮,他__过,tsyow; ʔ-glakᶫ,*C-dzakH & *m-bi¹/²,ts,e̠,L
640,605,fry (stirfry),ʔlu¹,ʔlə⁵⁵,lv̩⁵⁵,lv̩⁵⁵,ʔlv̩⁵⁵,lv̩⁵⁵,lv̩⁵⁵,lə⁵⁵,lv̩²⁴,lɤ̪²⁴,lv̩˞⁵⁵,lv̩⁴⁴,"tsʰo³³, lɤ̪⁵⁵",tsʰu³³,lɤ̪⁵⁵,lɤ̪˞⁴⁵³,lu⁵⁵,lu²⁴,lɤ̪³³,,,炒,他__过,ʔ-lu³,*ʔ/g-raw¹,ʔl,u,1
644,606,steam (a),se̠ᶫ,,,,,,,,,se⁵³,se⁴⁵,,,dzə²⁴,,sɛi³³,,,,,,蒸,他__过,,*C-sakL,s,e̠,L
644,606,steam (b),pu²,pʉ²¹,pv̩²¹,kv̩²¹,kv̩²¹,kv̩²¹,kv̩²¹,kə²¹,kv̩²¹,gɨ⁵³,,kv̩²¹,kɤ̪⁴²,,kɤ̪²¹,,pu²¹,bv̩̠²¹,pu²¹,,,蒸,他__过,,*C-sakL,p,u,2
702,607,hunt,kaŋ²dzi²de²,ko²¹dʑi²¹dɛ²¹,ko²¹dʑi²¹dɛ²¹,dʑi²¹kv̩²¹dɛ²¹,ku²¹dʑi²¹dɛ²¹,kv̩²¹dʑi²¹dɛ²¹,kv̩²¹dʑi²¹dɛ²¹,ku²¹dɛ²¹,ko²¹dʑi²¹dɛ²¹,dʐɛ˞²¹ko²¹dɛ˞²¹,ka²¹dɛ˞²¹,ko²¹dʑi²¹dɛ²¹,ja³³ka⁴²dɛ²¹,ka²¹dɛ²¹,dʑi²¹ka²¹dɛ²¹,ka²¹dʑi²¹bɛ˞³³,tʃʰɿ⁵⁵tʃu²¹,ɛ³³ka̠ʔ²¹bai²⁴,ga⁵³,,,打猎,他__过,,*m-gak L,k,a(ŋ),2
704,608,shoot (a gun),bɛ̠H,ba̠³³,ba̠³³,ba̠³³,ba̠³³,ba̠³³,ba̠³³,bɛ˞³³,bɛ⁴⁴,bɛ˞⁴⁴,bɛ˞⁵⁵,ba⁴⁴,bɛ³³,bɛ³³,bɛ˞³³,bɛ˞³³,ba̠³³,ba̠ʔ³³,bɛ˞⁵⁵,,,射,他__过,m-pökH,"*(ʔ)-kukL, *m-pökH",b,ɛ̠,H
,609,hit (a target),tʰu³,tʰə³³,tʰv̩³³,mɛ³³,zu³³,tʰv̩³³,tɛ⁵⁵,tɕua⁵⁵,bɛ˞⁴⁴tʰv̩³³,"bɛ˞⁴⁴ɣa³³, bɛ˞⁴⁴tʰɤ̪³³",bɛ˞⁵⁵tʰv̩³³,ba⁴⁴tʰv̩³³,ɣɔ³³,tʰə³³,tʰa³³,bɛ˞³³ti⁴⁴,ja³³,ba̠ʔ³³za³³,bɛ˞⁵⁵ŋa³³,,,中 (射中),他__过,,,tʰ,u,3
