ID,Name,Concepticon_ID,Concepticon_Gloss,Chinese_Gloss
Yang-2011-1014-474,bowl,1530,BOWL,碗
Yang-2011-1014-475,small bowl,2053,SMALL BOWL,小碗
Yang-2011-1014-476,large bowl,3286,LARGE BOWL,大碗
Yang-2011-1014-477,chopsticks,1987,CHOPSTICKS,筷子
Yang-2011-1014-478,bed,1663,BED,床
Yang-2011-1014-479,ladder,1464,LADDER,梯子
Yang-2011-1014-480,firewood,10,FIREWOOD,柴
Yang-2011-1014-481,manure; fertilizer,2057,DUNG (ANIMAL FAECES),粪 (肥料)
Yang-2011-1014-482,road,2457,PATH OR ROAD,路
Yang-2011-1014-483,bridge,1011,BRIDGE,桥
Yang-2011-1014-484,market,633,MARKET,街子(市场)
Yang-2011-1014-485,money,1559,MONEY,钱
Yang-2011-1014-486,price,657,PRICE,价钱 (价格)
Yang-2011-1014-487,folksong,2059,FOLK SONG,民歌／山歌
Yang-2011-1014-488,song,1096,SONG,歌
Yang-2011-1014-489,story,2060,STORY,故事
Yang-2011-1014-490,word (written),1599,WORD,字
Yang-2011-1014-491,speech,1115,SPEECH,话
Yang-2011-1014-492,sound; voice,1811,SOUND OR NOISE,声音
Yang-2011-1014-493,book,963,BOOK,书
Yang-2011-1014-494,name,1405,NAME,名字
Yang-2011-1014-495,dream,2374,DREAM,梦
Yang-2011-1014-496,shadow,1388,SHADE,影子
Yang-2011-1014-497,deity,3231,DEITY,神
Yang-2011-1014-498,God,1944,GOD,上帝
Yang-2011-1014-499,soul (1),811,SOUL,魂
Yang-2011-1014-500,spirit (evil),1973,DEMON,鬼
Yang-2011-1014-501,boundary marker,,,边界记号
Yang-2011-1014-502,fence,1690,FENCE,栅栏
Yang-2011-1014-503,gun,1566,GUN,枪
Yang-2011-1014-504,bow,994,BOW,弓
Yang-2011-1014-505,arrow,977,ARROW,箭
Yang-2011-1014-506,arrow (head),,,箭头
Yang-2011-1014-507,"cage (e.g., for ducks)",3283,CAGE,笼
Yang-2011-1014-508,drum,908,DRUM,鼓
Yang-2011-1014-509,gong,2502,GONG,铜锣
Yang-2011-1014-510,town,1391,TOWN,城
Yang-2011-1014-511,village,930,VILLAGE,村(寨)
Yang-2011-1014-512,custom,1747,CUSTOM,风俗
Yang-2011-1014-513,ritual tree,,,龙树
Yang-2011-1014-514,invocation,,,祈祷
Yang-2011-1014-515,bell,2246,BELL,铃
Yang-2011-1014-516,flute,777,FLUTE,笛子
Yang-2011-1014-517,gourd reed-organ,,,芦笙
Yang-2011-1014-518,pipe (yuantong),1124,PIPE,烟筒
Yang-2011-1014-519,trap,1075,TRAP (PITFALL),陷阱
Yang-2011-1014-520,poison,655,POISON,毒药
Yang-2011-1014-521,look at,1819,LOOK,看
Yang-2011-1014-522,see,1409,SEE,看见
Yang-2011-1014-523,show,1039,SHOW,给看
Yang-2011-1014-524,listen,1608,LISTEN,听
Yang-2011-1014-525,hear,1408,HEAR,听见
Yang-2011-1014-526,eat,1336,EAT,吃
Yang-2011-1014-527,feed,739,FEED,喂（人、猪）
Yang-2011-1014-528,feed animals,,,喂 (喂鸡)
Yang-2011-1014-529,drink,1401,DRINK,喝
Yang-2011-1014-530,give to drink,,,给喝
Yang-2011-1014-531,bite,1403,BITE,咬
Yang-2011-1014-532,chew,321,CHEW,嚼
Yang-2011-1014-533,lick,319,LICK,舔
Yang-2011-1014-534,savor,2190,TASTE,含
Yang-2011-1014-535,swallow,897,SWALLOW,咽
Yang-2011-1014-536,spit,1440,SPIT,吐 (吐口水)
Yang-2011-1014-537,vomit,1278,VOMIT,呕吐
Yang-2011-1014-538,suck,1421,SUCK,吸
Yang-2011-1014-539,blow (on),176,BLOW (WITH MOUTH),吹 (吹火)
Yang-2011-1014-540,say,1458,SAY,说
Yang-2011-1014-541,speak,1623,SPEAK,讲
Yang-2011-1014-542,tell,1711,TELL,告诉
Yang-2011-1014-543,call; be called,180,CALL BY NAME,叫
Yang-2011-1014-544,ask,1309,ASK (INQUIRE),问
Yang-2011-1014-545,answer,1275,ANSWER,答 (回答)
Yang-2011-1014-546,send for; request,1828,ASK (REQUEST),请
Yang-2011-1014-547,smell,1586,SMELL (PERCEIVE),闻 (嗅)
Yang-2011-1014-548,touch; feel; stroke,1892,TOUCH,摸 (摸摸刀口)
Yang-2011-1014-549,take,1749,TAKE,拿 (拿书)
Yang-2011-1014-550,grasp; grip,2021,GRASP,握(握刀把)
Yang-2011-1014-551,grab,855,SEIZE,抓住
Yang-2011-1014-552,"pick (e.g., fruit)",2148,PICK,摘 (摘果子)
Yang-2011-1014-553,rub (with hands),1449,RUB,搓 (措绳子)
Yang-2011-1014-554,rip; tear,1735,TEAR (SHRED),撕
Yang-2011-1014-555,twist; wring,430,TWIST,拧 (拧毛巾)
Yang-2011-1014-556,pick up,371,PICK UP,拾 (拾起)
Yang-2011-1014-557,catch; seize,702,CATCH,捉 (捉鸡)
Yang-2011-1014-558,"scatter; sprinkle (e.g., seed)",2064,SCATTER (SEEDS),撒 (撒种子)
Yang-2011-1014-559,throw away,,,丢掉
Yang-2011-1014-560,pitch (throw from side way),,,摔 (石头)
Yang-2011-1014-561,toss (overhand),1456,THROW,投
Yang-2011-1014-562,stretch; stretch out,214,STRETCH,伸 (伸手)
Yang-2011-1014-563,pound,354,POUND,舂/捣碎
Yang-2011-1014-564,lift (over head),501,LIFT,举起
Yang-2011-1014-565,fold,1470,FOLD,折
Yang-2011-1014-566,squeeze,1414,SQUEEZE,挤压/榨
Yang-2011-1014-567,pinch,378,PINCH,捏
Yang-2011-1014-568,massage,3119,MASSAGE (SOMEBODY),按摩
Yang-2011-1014-569,bend,2224,BEND (SOMETHING),使弯曲
Yang-2011-1014-571,pull b,1455,PULL,拉
Yang-2011-1014-572,push,1452,PUSH,推
Yang-2011-1014-573,kick,1135,KICK,踢
Yang-2011-1014-574,kneel,66,KNEEL,跪
Yang-2011-1014-575,sit,1416,SIT,坐
Yang-2011-1014-576,"carry, on back",465,CARRY ON BACK,背 (背小孩)
Yang-2011-1014-577,"carry,  in arms",,,抱 (抱小孩)
Yang-2011-1014-578,"carry, from hand",412,CARRY IN HAND,提
Yang-2011-1014-579,"carry, mid pole",,,担
Yang-2011-1014-580,fall,2894,TUMBLE (FALL DOWN),跌 (跌倒)
Yang-2011-1014-581,lean (against),,,靠 (人靠在树上)
Yang-2011-1014-582,spend night,,,过夜
Yang-2011-1014-583,rest,168,REST,休息
Yang-2011-1014-584,sleep,1585,SLEEP,睡觉
Yang-2011-1014-585,put to sleep,,,使睡
Yang-2011-1014-586,awake,825,AWAKE,醒 (睡醒)
Yang-2011-1014-587,awaken,3174,WAKE UP (SOMEONE),唤醒
Yang-2011-1014-588,do (work),813,DO,做 (做工)
Yang-2011-1014-589,labor; work,984,WORK (LABOUR),劳动
Yang-2011-1014-590,to plow,1921,PLOUGH,犁 (犁地)
Yang-2011-1014-591,dig (a hole),1418,DIG,挖 (挖洞)
Yang-2011-1014-593,plant; grow,1486,PLANT (SOMETHING),种
Yang-2011-1014-594,water,3078,IRRIGATE,浇 (浇菜)
Yang-2011-1014-595,slice; cut,,,切 (切菜)
Yang-2011-1014-596,slice; cut,,,切 (切苹果、西瓜)
Yang-2011-1014-597,split; chop; cleave,1437,SPLIT,劈 (劈木柴)
Yang-2011-1014-598,chop (down),463,FELL (A TREE),砍 (砍树)
Yang-2011-1014-599,cut (reap),,,割 (割稻)
Yang-2011-1014-600,whittle,,,削
Yang-2011-1014-601,stab,1434,STAB,刺
Yang-2011-1014-602,pull up; pull out,2325,PULL OUT,拔 (拔草)
Yang-2011-1014-603,graze; herd (a flock),3058,GRAZE,放牧
Yang-2011-1014-604,raise animals,,,饲养
Yang-2011-1014-605,lead along,,,牵 (牵牛)
Yang-2011-1014-606,buy,1869,BUY,买
Yang-2011-1014-607,sell,1571,SELL,卖
Yang-2011-1014-608,count (number),1420,COUNT,数 (数东西)
Yang-2011-1014-610,teach/train,709,TEACH,教
Yang-2011-1014-611,study,1929,STUDY,学
Yang-2011-1014-612,cook; boil,1100,COOK (SOMETHING),煮
Yang-2011-1014-613,fry (stirfry),991,FRY,炒
Yang-2011-1014-614,steam,1193,STEAM,蒸
Yang-2011-1014-615,hunt; go hunting,1435,HUNT,打猎
Yang-2011-1014-616,shoot (a gun),1172,SHOOT,射
Yang-2011-1014-617,hit (a target),1433,HIT,中 (射中)
Yang-2011-1014-618,kill,1417,KILL,杀 (杀鸡)
Yang-2011-1014-619,die,1494,DIE,死
Yang-2011-1014-620,sharpen (grinding),251,SHARPEN (SOMETHING),磨 (磨刀)
Yang-2011-1014-621,mill (grinding),636,MILL,磨 (磨米)
Yang-2011-1014-622,winnow with a fan,2462,WINNOWING,簸 (簸米)
Yang-2011-1014-623,ladle out; spoon up,2788,LADLE (WATER),舀 (舀水)
Yang-2011-1014-624,wear; put on,976,WEAR,穿 (衣服)
Yang-2011-1014-625,wear (hat); put on (hat),,,戴 (帽子)
Yang-2011-1014-626,wear (turban),,,戴(头巾)
Yang-2011-1014-627,wear (upper clothes),,,穿(上衣)
Yang-2011-1014-628,clothe,158,PUT ON,给穿
Yang-2011-1014-629,take off,1755,UNDRESS,脱 (脱衣服)
Yang-2011-1014-630,roll up,,,卷 (卷烟)
Yang-2011-1014-631,shave,231,SHAVE,剃 (头)
Yang-2011-1014-632,comb,2070,COMB (VERB),梳 (梳头)
Yang-2011-1014-633,dye,157,DYE,染 (染衣服)
Yang-2011-1014-634,sew,1457,SEW,缝(缝衣服)
Yang-2011-1014-635,mend; patch,2243,REPAIR,补 (补衣服)
Yang-2011-1014-636,weave,133,WEAVE,编织
Yang-2011-1014-637,plait; braid,1729,PLAIT OR BRAID OR WEAVE,编 (编辫子)
Yang-2011-1014-638,make the bed,,,铺 (铺床)
Yang-2011-1014-639,sweep,230,SWEEP,扫 (扫地)
Yang-2011-1014-640,open,1156,OPEN,开 (开门)
Yang-2011-1014-641,close,1046,SHUT,关
Yang-2011-1014-642,shut,2063,CLOSE (EYES),闭 (闭眼)
Yang-2011-1014-643,put down; put/place,998,PUT,放 (下) [放置]
Yang-2011-1014-644,release; let go; set free,1095,LET GO OR SET FREE,放 (把鸟放走)
Yang-2011-1014-645,hang,2884,HANG,挂 (挂在墙上)
Yang-2011-1014-646,tie into a bundle,,,捆(绑)
Yang-2011-1014-648,tie a belt,,,系
Yang-2011-1014-649,untie,352,UNTIE,解 (解绳结)
Yang-2011-1014-650,load; pack (put in),1679,LOAD,装 (装进袋里)
Yang-2011-1014-651,take out,,,拿出
Yang-2011-1014-652,press; fill in; squeeze in; stuff,1913,PRESS,塞 (塞在洞口)
Yang-2011-1014-653,bury; cover up,1719,BURY,埋 (埋物)
Yang-2011-1014-654,hide (thing),602,HIDE (CONCEAL),藏 (东西)
Yang-2011-1014-655,hide (self),2485,HIDE (ONESELF),藏/躲 (自己)
Yang-2011-1014-656,choose,1750,CHOOSE,挑选
Yang-2011-1014-657,pile up; heap up,1576,PILE UP,堆 (堆积泥土)
Yang-2011-1014-658,nail,,,钉(钉钉子)
Yang-2011-1014-659,want,1784,WANT,要 (我要这个)
Yang-2011-1014-660,get; obtain;,694,GET,得 (得到)
Yang-2011-1014-661,receive,7,GATHER,收 (收起来)
Yang-2011-1014-662,lose,1660,LOSE,遗失
Yang-2011-1014-663,seek (look for),1468,LOOK FOR,找/寻找
Yang-2011-1014-664,use,2072,USE (VERB),用 (使用)
Yang-2011-1014-665,play,1413,PLAY,玩
Yang-2011-1014-666,win,866,WIN,赢
Yang-2011-1014-667,sing,1261,SING,唱（歌）
Yang-2011-1014-668,dance,1879,DANCE,跳舞
Yang-2011-1014-669,borrow (money),1823,BORROW,借 (借钱)
Yang-2011-1014-670,borrow (thing),1823,BORROW,借(借东西）
Yang-2011-1014-671,give back; return; repay,85,GIVE BACK,还 (还钱)
Yang-2011-1014-672,owe,369,OWE,欠
Yang-2011-1014-673,compensate for; reimburse,,,赔偿
Yang-2011-1014-674,send-off; deliver,2033,DELIVER,送
Yang-2011-1014-675,wait; await; expect,1590,WAIT (FOR),等(候)
Yang-2011-1014-676,meet; come across,1831,MEET,遇见
Yang-2011-1014-677,marry a husband,2163,MARRY (AS WOMAN),嫁
Yang-2011-1014-678,marry a wife,2164,MARRY (AS MAN),娶
Yang-2011-1014-679,scold; curse,299,SCOLD,骂
Yang-2011-1014-680,fight,1423,FIGHT,打架
Yang-2011-1014-681,hit; beat,353,STRIKE,打 (打人)
Yang-2011-1014-682,rob; loot,2073,ROB (VERB),抢
Yang-2011-1014-683,steal,713,STEAL,偷
Yang-2011-1014-684,cheat,1902,BETRAY,骗
Yang-2011-1014-685,help,1897,HELP,帮助
Yang-2011-1014-686,cure; treat; heal,499,CURE,医治
Yang-2011-1014-687,divide; separate; distribute,1119,DIVIDE,分
Yang-2011-1014-688,laugh,1355,LAUGH,笑
Yang-2011-1014-689,cry,1839,CRY,哭
Yang-2011-1014-690,love,923,LOVE,爱 (爱小孩)
Yang-2011-1014-691,like; enjoy,1117,LIKE,喜欢 (喜欢唱歌)
Yang-2011-1014-692,know; understand,1410,KNOW (SOMETHING),懂; 知道
Yang-2011-1014-693,remember,707,REMEMBER,记得
Yang-2011-1014-694,forget,1523,FORGET,忘记
Yang-2011-1014-695,think,1415,THINK (REFLECT),思考
Yang-2011-1014-696,be angry,2223,BE ANGRY,生气
Yang-2011-1014-697,hate,1607,HATE,恨
Yang-2011-1014-698,fear,1419,FEAR (BE AFRAID),怕
Yang-2011-1014-699,have courage,,,敢
Yang-2011-1014-700,can (well),972,BE ABLE,会 (会做)
Yang-2011-1014-701,affirmative,1268,YES,是 (这是什么)
Yang-2011-1014-702,is not,1269,NO,不是(这不是我的)
Yang-2011-1014-703,have,773,HAVE,有
Yang-2011-1014-704,not have; lack; without,3363,NOT HAVE,没有(我没有书)
Yang-2011-1014-705,walk,1443,WALK,走
Yang-2011-1014-706,run,1519,RUN,跑
Yang-2011-1014-707,ascend,705,GO UP (ASCEND),上 (上山)
Yang-2011-1014-708,descend,2014,GO DOWN (DESCEND),下 (下山)
Yang-2011-1014-709,come,1446,COME,来
Yang-2011-1014-710,come up,,,上来
Yang-2011-1014-711,come down,,,下来
Yang-2011-1014-712,go,695,GO,去
Yang-2011-1014-713,go up,705,GO UP (ASCEND),上去
Yang-2011-1014-714,go down,2014,GO DOWN (DESCEND),下去
Yang-2011-1014-715,climb,1102,CLIMB,爬(上)
Yang-2011-1014-716,return,581,COME BACK,回
Yang-2011-1014-717,arrive,1387,ARRIVE,到
Yang-2011-1014-718,cross (over),574,TRANSIT,过 (过河)
Yang-2011-1014-719,go through,1742,TRAVERSE,经过
Yang-2011-1014-720,exit (come out),1107,GO OUT,出 (出去)
Yang-2011-1014-721,enter,749,ENTER,进 (进来)
Yang-2011-1014-722,move back,,,退
Yang-2011-1014-723,flee; escape,956,FLEE,逃
Yang-2011-1014-724,chase,1047,PURSUE,追 (追上)
Yang-2011-1014-725,step on,2065,STEP (VERB),踩
Yang-2011-1014-726,jump; leap,1829,JUMP,跳
Yang-2011-1014-727,stride,,,跨 (跨小沟)
Yang-2011-1014-728,ride; ride on,367,RIDE,骑 (骑马)
Yang-2011-1014-729,EXIST; to be,1579,BE,在; 有
Yang-2011-1014-730,dry (in the sun),1786,DRY UP,晒 (晒太阳)
Yang-2011-1014-731,rain (V),1253,RAIN (RAINING),下雨
Yang-2011-1014-732,(of the wind) blow,175,BLOW (OF WIND),刮风
Yang-2011-1014-733,light (on fire),737,LIGHT (IGNITE),点 (点火)
Yang-2011-1014-734,burn,2102,BURN,焚 (烧)
Yang-2011-1014-735,burn up,,,烧掉
Yang-2011-1014-736,roast (in fire),1962,ROAST (SOMETHING),烧(火里)
Yang-2011-1014-737,roast (over fire),1962,ROAST (SOMETHING),烤(火上)
Yang-2011-1014-738,smoke,2859,SMOKE (EMIT SMOKE),冒烟
Yang-2011-1014-739,explode,,,爆炸
Yang-2011-1014-740,flow,2003,FLOW,流 (水流)
Yang-2011-1014-741,overflow; spill,3130,SPILL (SOMETHING),溢
Yang-2011-1014-742,float,1574,FLOAT,浮 (浮在水面)
Yang-2011-1014-743,crack open; split open,3080,SPLIT OPEN,裂开 (墙裂开)
Yang-2011-1014-744,collapse; topple down,,,倒塌
Yang-2011-1014-745,be short of; lack,2329,LACK (NOT HAVE),缺 (碗缺了一个口)
Yang-2011-1014-746,roll,827,ROLL,滚 (石头滚)
Yang-2011-1014-747,revolve; rotate; spin,121,SPIN,旋转
Yang-2011-1014-748,fall; drop,1280,FALL,掉 (掉在地下)
Yang-2011-1014-749,"snap in two (rope, string)",,,断 (绳子断了)
Yang-2011-1014-750,break,680,BREAK (DESTROY OR GET DESTROYED),破 (罐子破了)
Yang-2011-1014-751,leak,2253,DRIP (EMIT LIQUID),漏 (水桶漏水)
Yang-2011-1014-752,boil,2493,BOIL,沸
Yang-2011-1014-753,change,1264,CHANGE,变 (蛹变蛾)
Yang-2011-1014-754,birth,1195,GIVE BIRTH,生 (生孩子)
Yang-2011-1014-755,grow,479,GROW,长 (长大)
Yang-2011-1014-756,tremble; shiver,52,SHIVER,发抖
Yang-2011-1014-757,swell,1573,SWELL,肿
Yang-2011-1014-758,fly,1441,FLY (MOVE THROUGH AIR),飞
Yang-2011-1014-759,bark,1206,BARKING,吠 (狗叫)fei
Yang-2011-1014-760,call; crow (of animals),2074,CROW (VERB),啼 (公鸡啼)
Yang-2011-1014-761,lay (an egg),2464,LAY EGGS,生 (生蛋)
Yang-2011-1014-762,"brood, incubate",2075,BROOD (VERB),孵
Yang-2011-1014-764,bud on trees,1684,BUD,发(芽)
Yang-2011-1014-765,bloom; blossom,3287,BLOOM,开(花)
Yang-2011-1014-766,bear fruit,3054,BEAR FRUIT,结(果)
Yang-2011-1014-768,rot (meat),,,腐烂
Yang-2011-1014-769,begin; start,1806,BEGIN,开始
Yang-2011-1014-770,stop,1928,CEASE,停
Yang-2011-1014-771,remain,987,REMAIN,留下
Yang-2011-1014-772,write,1672,WRITE,写
Yang-2011-1014-773,wash (self),3371,WASH (ONESELF),洗(手)
Yang-2011-1014-774,get up,1602,WAKE UP,起来
Yang-2011-1014-775,shake,1909,SHAKE,摇动
Yang-2011-1014-776,sink,1088,SINK (DESCEND),沉 (下)
Yang-2011-1014-777,finish,1766,FINISH,完成
Yang-2011-1014-778,give; BEN,1447,GIVE,给
Yang-2011-1014-779,destroy,681,DESTROY,破坏
Yang-2011-1014-780,draw water (well),1911,DRAW (WATER),吊（水）
Yang-2011-1014-781,drain,,,排（水）
Yang-2011-1014-782,be standing,1442,STAND,站 (站位)
Yang-2011-1014-783,"skin (animal), to",291,PULL OFF (SKIN),剥皮
Yang-2011-1014-784,"peel (eggs, fruit)",275,PEEL,剥
Yang-2011-1014-785,clear field,,,除田
Yang-2011-1014-786,weed,3288,WEED,除草
Yang-2011-1014-787,stir,696,STIR,搅拌
Yang-2011-1014-788,weigh,1098,WEIGH,称
Yang-2011-1014-789,soak; pickle,2069,SOAK (VERB),泡
Yang-2011-1014-790,drown,1904,DROWN,淹死/溺死
Yang-2011-1014-791,accompany someone,1542,ACCOMPANY,陪
Yang-2011-1014-792,swim,1439,SWIM,游泳
Yang-2011-1014-793,drill (a hole),1501,BORE,钻 (钻孔)
Yang-2011-1014-794,insert,3071,INSERT,插
Yang-2011-1014-795,drive out,,,赶 (驱逐)
Yang-2011-1014-796,wither,2907,ROT,枯（树叶枯）
Yang-2011-1014-797,cough,879,COUGH,咳嗽
Yang-2011-1014-798,yawn,1028,YAWN,打呵欠
Yang-2011-1014-799,sneeze,1621,SNEEZE,打喷嚏
Yang-2011-1014-800,hiccup,162,HICCOUGH,打嗝
Yang-2011-1014-801,belch,2245,BELCH,打饱嗝
Yang-2011-1014-802,fart,1159,FART,放屁
Yang-2011-1014-803,defecate,676,SHIT (DEFECATE),解大便
Yang-2011-1014-804,urinate,592,PISS,解小便
Yang-2011-1014-805,scratch,1436,SCRATCH,挠/搔
Yang-2011-1014-806,live,1422,BE ALIVE,活
Yang-2011-1014-807,exchange,2509,EXCHANGE,交换
Yang-2011-1014-808,butt,,,(用头)碰撞
Yang-2011-1014-809,white,1335,WHITE,白
Yang-2011-1014-810,black,163,BLACK,黑
Yang-2011-1014-811,red,156,RED,红
Yang-2011-1014-812,yellow,1424,YELLOW,黄
Yang-2011-1014-813,blue,837,BLUE,蓝
Yang-2011-1014-814,green,1425,GREEN,绿
Yang-2011-1014-815,grey,153,GREY,灰色
Yang-2011-1014-816,sharp (point),372,POINTED,尖 (笔嘴很尖)
Yang-2011-1014-817,sharp (blade),1396,SHARP,快 (刀快)
Yang-2011-1014-818,dull,379,BLUNT,钝 (刀钝)
Yang-2011-1014-819,round,1395,ROUND,圆 (球很圆)
Yang-2011-1014-820,flat,1633,FLAT,平 (路很平)
Yang-2011-1014-821,steep,2717,STEEP,陡 (山很陡)
Yang-2011-1014-822,situated straight,,,正 (帽子戴得正)
Yang-2011-1014-823,situated crooked,,,歪 (帽子戴歪了)
Yang-2011-1014-824,straight,1404,STRAIGHT,直 (棍子很直)
Yang-2011-1014-825,crooked; bent,297,CROOKED,弯 (棍子弯)
Yang-2011-1014-826,thick; dense,2239,DENSE,稠 (粥很稠)
Yang-2011-1014-827,thin; watery; sparse,207,SPARSE,稀 (粥很稀)
Yang-2011-1014-828,hard,1884,HARD,硬
Yang-2011-1014-829,soft,1856,SOFT,软
Yang-2011-1014-830,bright; light,679,BRIGHT,亮 (房子很亮)
Yang-2011-1014-831,dim; dark,706,DARK,暗 (房子很暗)
Yang-2011-1014-832,clear (sky),2340,SUNNY,晴
Yang-2011-1014-833,overcast,2341,CLOUDY,阴
Yang-2011-1014-834,full,1429,FULL,满
Yang-2011-1014-835,beautiful,1427,BEAUTIFUL,美丽 {漂亮}
Yang-2011-1014-836,ugly,1548,UGLY,丑
Yang-2011-1014-837,fat,1279,FAT (OBESE),胖
Yang-2011-1014-838,fat; fatty (meat),2449,FAT (OF MEAT AND FOOD),肥 (肉肥)
Yang-2011-1014-839,lean,2219,LEAN (MEAT),瘦 (瘦肉)
Yang-2011-1014-840,skinny; thin,1400,THIN (SLIM),瘦 (人瘦)
Yang-2011-1014-841,clean,704,CLEAN,干净
Yang-2011-1014-842,dirty,1230,DIRTY,脏
Yang-2011-1014-843,old,2112,OLD (AGED),老 (老人)
Yang-2011-1014-844,young,1207,YOUNG,年轻
Yang-2011-1014-845,good,1035,GOOD,好 (东西好)
Yang-2011-1014-846,bad,1292,BAD,坏 (人坏)
Yang-2011-1014-847,fast,1631,FAST,快 (走得快)
Yang-2011-1014-848,slow,701,SLOW,慢 (走得慢)
Yang-2011-1014-849,wet,1726,WET,湿 (衣服湿)
Yang-2011-1014-850,dry,1398,DRY,干 (衣服干)
Yang-2011-1014-851,new,1231,NEW,新
Yang-2011-1014-852,old,2113,OLD (USED),旧
Yang-2011-1014-853,raw; unripe,1959,RAW,生 (生肉)
Yang-2011-1014-854,cooked; ripe,269,COOKED,熟 (熟肉)
Yang-2011-1014-855,early,672,EARLY,早 (来得早)
Yang-2011-1014-856,late,477,LATE,迟 (来迟了)
Yang-2011-1014-857,easy,686,EASY,容易
Yang-2011-1014-858,difficult,584,DIFFICULT,难
Yang-2011-1014-859,hot (temp.),1286,HOT,热
Yang-2011-1014-861,cold (body),,,?
Yang-2011-1014-862,warm,1232,WARM,暖和
Yang-2011-1014-863,cool,,,凉快
Yang-2011-1014-864,sour,1906,SOUR,酸
Yang-2011-1014-865,sweet,717,SWEET,甜
Yang-2011-1014-866,bitter,887,BITTER,苦
Yang-2011-1014-867,hot (spicy),544,SPICY,辣
Yang-2011-1014-868,salty,1091,SALTY,咸
Yang-2011-1014-869,delicious,1813,TASTY,好吃
Yang-2011-1014-870,insipid,1771,TASTELESS,没味道
Yang-2011-1014-871,fragrant,376,FRAGRANT,香 (花香)
Yang-2011-1014-873,really stinky,,,?
Yang-2011-1014-874,fishy (smell),,,腥 (鱼腥)
Yang-2011-1014-875,rotten,1728,ROTTEN,腐烂的
Yang-2011-1014-876,full (stomach),106,SATIATED,饱
Yang-2011-1014-877,hungry,1533,BE HUNGRY,饿
Yang-2011-1014-878,thirsty,847,THIRSTY,渴
Yang-2011-1014-879,tired,1757,TIRED,累 (疲乏/疲劳/疲倦)
Yang-2011-1014-880,blessed; happy,2529,BLESSED,幸福 (日子好过)
Yang-2011-1014-881,sad,699,SAD,忧愁
Yang-2011-1014-882,ashamed,1894,ASHAMED,惭愧/害羞
Yang-2011-1014-883,itchy; ticklish,149,ITCHY,痒
Yang-2011-1014-884,sick,1847,SICK,病 (生病)
Yang-2011-1014-885,intelligent; clever,1310,CLEVER,聪明
Yang-2011-1014-886,proud,174,PROUD,骄傲
Yang-2011-1014-887,stupid,1518,STUPID,愚蠢
Yang-2011-1014-888,crazy,1899,MAD,疯狂
Yang-2011-1014-889,diligent,2077,DILIGENT,勤(勤奋)
Yang-2011-1014-890,busy,2755,BUSY,忙
Yang-2011-1014-891,capable,,,能干(的)
Yang-2011-1014-892,lazy,1564,LAZY,懒
Yang-2011-1014-893,rich,712,RICH,富
Yang-2011-1014-894,poor,1674,POOR,穷
Yang-2011-1014-895,alive,1422,BE ALIVE,活着
Yang-2011-1014-896,brave,3,BRAVE,勇敢
Yang-2011-1014-897,drunk,1463,DRUNK,醉
Yang-2011-1014-898,backwards,2911,BACKWARD,落后
Yang-2011-1014-899,different,2504,DIFFERENT,不同
Yang-2011-1014-900,same,200,SAME,一样 (相同)
Yang-2011-1014-901,sticky,,,粘
Yang-2011-1014-902,slick,,,(光)滑
Yang-2011-1014-903,tight,3053,TIGHT,紧 (绑的紧)
Yang-2011-1014-904,loose,2506,LOOSE,松 (绑的松)
Yang-2011-1014-905,expensive,1426,EXPENSIVE,贵
Yang-2011-1014-906,cheap,1887,CHEAP,便宜
Yang-2011-1014-907,correct,1725,CORRECT (RIGHT),正确
Yang-2011-1014-908,enough,1881,ENOUGH,足够
Yang-2011-1014-909,FAR,1406,FAR,远
Yang-2011-1014-910,NEAR,1942,NEAR,近
Yang-2011-1014-911,HIGH,1265,HIGH,高
Yang-2011-1014-912,LOW,721,LOW,低
Yang-2011-1014-913,LONG (distance),1203,LONG,长
Yang-2011-1014-914,SHORT,1645,SHORT,短
Yang-2011-1014-915,MANY,1198,MANY,多
Yang-2011-1014-916,FEW,1242,FEW,少
Yang-2011-1014-917,WIDE,1243,WIDE,宽
Yang-2011-1014-918,NARROW,1267,NARROW,窄
Yang-2011-1014-919,BIG,1202,BIG,大
Yang-2011-1014-920,LITTLE,1246,SMALL,小
Yang-2011-1014-921,DEEP,1593,DEEP,深 (水深)
Yang-2011-1014-922,SHALLOW,193,SHALLOW,浅 (水浅)
Yang-2011-1014-923,LIGHT,1052,LIGHT (WEIGHT),轻
Yang-2011-1014-924,HEAVY,1210,HEAVY,重
Yang-2011-1014-925,THICK (2d),1244,THICK,厚
Yang-2011-1014-926,THIN (2d),2249,THIN (OF SHAPE OF OBJECT),薄
Yang-2011-1014-927,THICK (3d),2151,COARSE,粗 (粗大)
Yang-2011-1014-928,THIN (3d),2308,THIN,细 (细小)
Yang-2011-1014-929,HOW FAR?,,,有多远？
Yang-2011-1014-930,HOW HIGH?,,,有多高？
Yang-2011-1014-931,HOW LONG?,2338,HOW LONG,有多长？
Yang-2011-1014-932,HOW WIDE?,,,有多宽？
Yang-2011-1014-933,HOW BIG?,,,有多大？
Yang-2011-1014-934,HOW DEEP?,,,有多深？
Yang-2011-1014-935,HOW HEAVY?,,,有多重？
Yang-2011-1014-936,one,1493,ONE,一
Yang-2011-1014-937,two,1498,TWO,二
Yang-2011-1014-938,three,492,THREE,三
Yang-2011-1014-939,four,1500,FOUR,四
